comune,provincia,nome_museo,sito_web,statale_non_statale,omr,sistema_museale_territoriale,sistema_museale_urbano,sistema_museale_tematico,casa_museo,indirizzo,localita,ubicazione,cap,telefno,fax,email,latitudine,longitudine
59011,59,museo civico 'DUILIO CAMBELLOTTI',-,Non MIBACT,OMR,,,MUSART,,PIAZZA SAN MARCO; 1,-,-,4100.0,773486913,773652640,musei@comune.latina.it,41.4648784,12.9032256
59011,59,GALLERIA CIVICA D'ARTE MODERNA E CONTEMPORANEA,-,Non MIBACT,OMR,,,MUSART,,VIA UMBERTO I; 39,-,PALAZZO DELLA CULTURA,4100.0,773652624,773652640,musei@comune.latina.it,41.4632909,12.9056205
59011,59,MUSEO 'M. VALERIANI' DELLA NUMISMATICA; DELLA MEDAGLIA; DELLA GRAFICA INCISA E DELLA FOTOGRAFIA,-,Non MIBACT,,,,MUSART,,VIA UMBERTO I; 39/41,-,PALAZZO DELLA CULTURA,4100.0,773652633,773652640,musei@comune.latina.it,41.4632909,12.9056205
59011,59,ANTIQUARIUM COMUNALE PROCOJO,-,Non MIBACT,OMR,,,PROUST,,STRADA FOCE VERDE; 53,BORGO SABOTINO,-,4100.0,773655060,773652640,musei@comune.latina.it,41.4292321,12.8211636
59011,59,MUSEO DELLA TERRA PONTINA,-,Non MIBACT,,,,,,PIAZZA DEL QUADRATO 24,-,c/o Palazzo ex ONC.,4100.0,773400088,773400088,museo.terrapontina@hotmail.it,41.4663764,12.8986827
57033,57,museo civico DEMO-ANTROPOLOGICO DI LEONESSA,www.museum-eu.it,Non MIBACT,OMR,,,,,VIA DI SAN FRANCESCO; 85,LEONESSA,C/O EX CONVENTO; CHIOSTRO DI SAN FRANCESCO,2016.0,746923212,746923219,comunedileonessa@comunedileonessa.it,42.5631277,12.9644199
57033,57,MUSEO DELLA NOSTRA TERRA,-,Non MIBACT,,,,,,VIA COMUNALE DI OCRE LEONESSA; 79,Frazione Ocre-Comune di Leonessa,-,2016.0,335465412,-,franco.bonelli@alice.it,42.5660721,12.962445
58051,58,museo civico ORAZIANO,-,Non MIBACT,,,,,,PIAZZA DEL PALAZZO; 3,-,-,26.0,77446225,77446582,licenza.licenza@tin.it,,
58051,58,Villa di Orazio,www.archeolz.arti.beniculturali.it,MIBACT,,,,,,Via Licinese snc,-,-,26.0,06 3265961,06 3214447,sba-laz@beniculturali.it,42.0727827,12.9004489
56033,56,museo naturalistico,,Non MIBACT,OMR,,,RESINA,,piazza Col di Lana; 12,Ex Casa di Padella,,10120.0,0761 780391 - 327 0289027,,info@museolubriano.com,42.6363521,12.1102572
59013,59,Museo del paesaggio,,Non MIBACT,OMR,Sistema dei  Monti Lepini,,MUSART,,Piazza della Portella,Rione Belle donne,castello Caetani-Aldobrandini,4010.0,0773 951310,,comunemaenza@libero.it,41.5231443,13.1821084
57035,57,museo civico ARCHEOLOGICO,www.soi.cnr.it/magliano/,Non MIBACT,,,,,,VIA SABINA; 19,MAGLIANO SABINA,Palazzo Gori,2047.0,744910001,744910001,museo-civico-ms@libero.it,42.3611748,12.4826261
58057,58,MUSEO ARCHEOLOGICO UMBERTO MASTROIANNI,-,Non MIBACT,OMR,,,,,LARGO JACOPA DE' SETTESOLI; SNC,Marino,Ex Chiesa di S. Lucia,47.0,69385681,69385681,museocivicomarino@interfree.it,41.7700866,12.6585371
58058,58,museo civico archeologico-virtuale di Narce MAVNA,www.mavna.it,Non MIBACT,OMR,,,,,piazza Giovanni XXIII 12,,,60.0,,,info@mavna.it,42.20442,12.39963
59014,59,Comprensorio Archeologico di Minturnae,www.archeolz.arti.beniculturali.it,MIBACT,,,,,,Via Punta Fiume; snc,Marina di Minturno,-,4026.0,0771 622239,0771 680093,sba-laz.minturnae@beniculturali.it,41.2657426,13.7443642
58064,58,MUSEO DIFFUSO DEL VINO,www.comune.monteporziocatone.rm.it,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,Sistema museale urbano di Monte Porzio Catone,DEMOS,,VIA VITTORIO EMANUELE II; 22 - 32 - 46,monte porzio catone,-,40.0,689686503,69447471,musei@comune.monteporziocatone.rm.it,41.8167149999999,12.71471
58064,58,MUSEO DELLA CITTA',www.comune.monteporziocatone.rm.it,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,Sistema museale urbano di Monte Porzio Catone,PROUST,,VIA SIMONE POMARDI; 1,monte porzio catone,c/o Chiesa,40.0,694341031,69447471,musei@comune.monteporziocatone.rm.it,41.815562,12.713937
58064,58,INAF - OSSERVATORIO ASTRONOMICO DI ROMA,www.webdiva2.oa-roma.inaf.it,Non MIBACT,,,,,,VIA FRASCATI; 33,Monte Porzio Catone,C/o Osservatorio Astronomico,40.0,694286427,69449446,diva@oa-roma.inaf.it,41.8132628,12.7067247
56036,56,Museo dell'architettura di Antonio da Sangallo il Giovane,,Non MIBACT,OMR,Sistema museale del lago di Bolsena,,MUSART,,piazza della Rocca,,Rocca dei papi,1027.0,0761 832060,0761 820884,museosangallo@comune.montefiascone.vt.it,,
57041,57,museo civico ARCHEOLOGICO 'TREBULA MUTUESCA',-,Non MIBACT,OMR,,,PROUST,,VIA LUCIO MUMMIO; 11,Monteleone Sabino,Municipio,2033.0,765884014,765884340,museomonteleonesabino@gmail.com,42.2320965,12.859004
57044,57,MODERN AUTOMATA MUSEUM,www.modernautomatamuseum.com,Non MIBACT,OMR,,,MUSART,,VIA CASE NUOVE; 7,GRANARI,-,2034.0,765279821,765279559,info@modernautomatamuseum.com,42.2350319,12.682615
58069,58,POLO SCIENTIFICO MUSEALE - MUSEO DEL FIUME DI NAZZANO,www.museodelfiume.it,Non MIBACT,OMR,,,RESINA,,VIA MAZZINI; 4,Nazzano,Centro storico,60.0,0765 332002,0765 332710,museodelfiume@libero.it,42.229275,12.597577
58070,58,Museo delle Navi Romane di Nemi,www.archeolz.arti.beniculturali.it,MIBACT,,,,,,Via Diana; 15/19,Nemi Lago,-,40.0,06 9398040,06 9398040,sba-laz.nemi.museonaviromane@beniculturali.it,41.7202717,12.6832372
56039,56,museo civico ARCHEOLOGICO DI NEPI,-,Non MIBACT,OMR,,,PROUST,,VIA XIII SETTEMBRE; 1,-,PALAZZO COMUNALE,1036.0,761570604,761557960,museo@comune.nepi.vt.it,42.242992,12.347865
58072,58,Antiquarium comunale,http://beni-culturali.provincia.roma.it/content/museo-civico-antiquarium-comunale,Non MIBACT,OMR,,,,,via Antonio Gramsci 5,,Forte Sangallo,48.0,06 98889553,,direttore.antiquarium@comune.nettuno.roma.it,41.4568903,12.6552682
59016,59,museo civico ARCHEOLOGICO 'PADRE ANNIBALE GABRIELE SAGGI',www.regione.lazio.it/musei/civicoarcheologiconorma/,Non MIBACT,OMR,,,PROUST,,VIA DELLA LIBERAZIONE SNC,Norma,Palazzo Ex Comunale,4010.0,773353806,773354186,cultura@comunedinorma.it,41.5845715,12.975238
59016,59,MUSEO DEL CIOCCOLATO 'ANTICA NORBA',www.museodelcioccolato.com,Non MIBACT,,,,,,via Capo dell'Acqua; 17,-,-,4010.0,773354548,773353997,info@museodelcioccolato.com,41.5953393,12.9758537
58073,58,museo sulla pittura di paesaggio,www.amolevano.it,Non MIBACT,OMR,Sistema PRE.GIO,,,,Via H. Hindorf 1,,Villa De Pisa,35.0,06 95600118,,degiusti@gmail.com,41.8606478,13.031221
56041,56,Palazzo Altieri,-,MIBACT,,,,,,Piazza Umberto I; 1,-,-,1010.0,699837145,699837145,-,42.1594531,12.1379477
56042,56,MUSEO DELLE CONFRATERNITE,www.confraterniteorte.it,Non MIBACT,,,,,,PIAZZA DEL POPOLO; SNC,ORTE,C/O CHIESA DI SANT'AGOSTINO,1028.0,3206280189,761402640,robertorondelli@confraterniteorte.it,42.4574411,12.3869837
56042,56,Museo diocesano,www.diocesicivitacastellana.it,Non MIBACT,OMR,,,MUSART,,piazza Colonna; 5,,ex chiesa di San Silvestro,1028.0,0761 404357,,museodartesacraorte@gmail.com,42.460018,12.386315
56042,56,Museo civico,www.comune.orte.vt.it/c056042/zf/index.php/servizi-aggiuntivi/index/index/idtesto/27,Non MIBACT,OMR,,,,,via Pie' di marmo,,ex Chiesa di Sant'Antonio Abate,1028.0,0761 4041,0761 493303,info@comune.orte.vt.it,42.4574411,12.3869837
58074,58,MUSEO DIOCESANO PRENESTINO DI ARTE SACRA,-,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,VIA ROMA; 23,-,-,36.0,69534428,69538116,museodiocesano@diocesipalestrina.it,,
58074,58,FONDAZIONE GIOVANNI PIERLUIGI DA PALESTRINA,-,Non MIBACT,,,,,,VICOLO PIERLUIGI; 3,-,-,36.0,69538083,69538083,fond.palestrina@tiscalinet.it,41.8394087,12.889351
58074,58,MUSEO DELLA RESISTENZA E DEGLI UNDICI MARTIRI,www.comune.palestrina.rm.it,Non MIBACT,,,,,,via Vigesimo,Vigesimo Via Pedemontana,-,36.0,069573176  0695302272-271,-,info@comune.palestrina.rm.it,41.8474420999999,12.861031
58074,58,Museo Archeologico Nazionale di Palestrina e Santuario della Fortuna Primigenia,www.archeolz.arti.beniculturali.it,MIBACT,,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,,,Piazza della Cortina; 1,-,c/o Palazzo Barberini,36.0,06 9538100,06 9538100,sba-laz.palestrina@beniculturali.it,41.8405653,12.8925954
58075,58,ABBAZIA DI 'SAN GIOVANNI IN ARGENTELLA',-,Non MIBACT,,,,,,via San Giovanni in Argentella; 96,-,-,18.0,77466093,77466093,alessandrazielli@libero.it,42.055555,12.752177
60047,60,MUSEO DELLA CIVILTA' CONTADINA E DELL'ULIVO,www.museodipastena.it,Non MIBACT,,,,DEMOS,,VIA PORTA NAPOLI; SNC,Pastena,-,3020.0,776546006,776546261,museo@museodipastena.it,42.3427162,13.3958096
57050,57,MUSEO DELLE SUORE DI SANTA FILIPPA MARERI (EX MONASTERO,www.suoresantafilippa.it,Non MIBACT,OMR,,,,,piazza Santa Filippa Mareri; 17,BORGO SAN PIETRO,-,2025.0,746558134,746558367,filippaborgo@libero.it,42.272891,13.064391
58077,58,museo della canapa,www.pisoniano.rm.gov.it/servizi/musei/museo-della-canapa,Non MIBACT,OMR,Sistema PRE.GIO,,,,via Santa Maria 27,,,20.0, 0774 411316,,,41.9443338,12.9829846
58079,58,museo civico ARCHEOLOGICO LAVINIUM,www.museopomezia.it,Non MIBACT,OMR,,,PROUST,,via Pratica di mare,Borgo di  Pratica,edificio moderno,40.0,691984744,691984744,museo.lavinium@yahoo.it,41.6663807,12.4754378
60056,60,TESORO DI S. BARTOLOMEO,www.cattedralepontecorvo.it,Non MIBACT,,,,,,"BASILICA CATTEDRALE ""SAN BARTOLOMEO AP. """,Pontecorvo,C/O CATTEDRALE,3037.0,3313469988,-,cattedralepontecorvo@libero.it,41.4545679,13.6637674
59017,59,Museo Agro Pontino,www.museoagropontino.it,Non MIBACT,OMR,,,DEMOS,,piazza John Kennedy; 1,,,4014.0,0773 867422,,info@museoagropontino.it,41.4043988,13.0437426
59018,59,MUSEO COMUNALE DI PONZA,www.comune.ponza.lt.it,Non MIBACT,,,,,,VIA ROMA,Ponza,-,4027.0,77180108,771809718,-,40.8948998,12.9663529
60057,60,MUSEO NATURALISTICO ETNOGRAFICO DELLA RISERVA NATURALE LAGO DI POSTA FIBRENO,-,Non MIBACT,,,,,,PIAZZA CESARE BATTISTI; SNC,-,-,3030.0,776888021,776888021,labter@libero.it,41.6945459,13.6966165
59019,59,MUSEO PER LA MATEMATICA 'GIOCHIAMO ALL'INFINITO',www.sistemamuseo.it/museoid.php?uid=180,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,,,VIA SAN MARTINO; SNC,SP SAN MARTINO 10,CASTELLO DI SAN MARTINO,4015.0,773904601,773904973,giochiamoallinfinito@libero.it,41.469922,13.1832534
59019,59,museo civico ARCHEOLOGICO,-,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,PROUST,,Piazza Giovanni XXIII,Priverno,Palazzo Valeriani Guarini,4015.0,773905065,773905065,musarchpriverno@libero.it,41.471665,13.181888
59019,59,POLO MEDIEVALE DEL MUSEO ARCHEOLOGICO DI PRIVERNO,-,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,PROUST,,VIA DEI GUITTI; SNC,Fossanova,ANTICA FORESTIERA CISTERCENSE,4015.0,773938006,773938006,musarchpriverno@libero.it,41.469922,13.1832534
59019,59,Abbazia di Fossanova,www.abbaziadifossanova.it,MIBACT,,,,,,Via S.Tommaso D'Aquino,Fossanova,-,4010.0,0773 939061,0773 939382,abbazia@libero.it,,
59019,59,Area archeologica Privernum,http://musarchpriverno.it,Non MIBACT,OMR,Sistema dei Monti Lepini,Sistema museale urbano di Priverno,,,SR Monti Lepini; Km 28;800,loc. Mezzagosto,Antica Privernum,4010.0,0773 905065,0773 905065,musarchpriverno@libero.it,,
57059,57,museo civico DI RIETI,www.regione.lazio.it/musei/rieti/,Non MIBACT,OMR,,,MUSART PROUST,,PIAZZA VITTORIO EMANUELE II; 1,Rieti,Municipio,2100.0,0746287212  287280,746253173,museocivico@comune.rieti.it  museocivicorieti@gmail.com,,
57059,57,MUSEO DIOCESANO,www.museodiocesanorieti.it,Non MIBACT,,,,,,VIA CINTIA; 83,-,-,2100.0,746482720,746200228,diocesi-rieti@libero.it,42.40241,12.85837
58083,58,MUSEO DELLE CULTURE 'VILLA GARIBALDI',-,Non MIBACT,OMR,Sistema MEDANIENE,,DEMOS PROUST,x,VIA COSTANZA GARIBALDI; 10,-,-,20.0,774929186,774929501,mudecu@libero.it,42.0595895,12.9978217
60058,60,museo dell'energia,,Non MIBACT,OMR,,,RESINA,,via Merigo Alto,ex mattatoio e lavatoio sec. XIX,,3027.0,0775 285160,,museoenergia.direttore@gmail.com,41.6110207,13.4263072
58085,58,"museo geo-paleontologico ""Ardito Desio""",www.museiresina.it/museodesio.htlm,Non MIBACT,OMR,,,RESINA,,piazza della Torre; 11,Rocca,,30.0,06 9584098,06 9584023,hipparcos.cds@tiscali.it,41.847297,12.945667
58086,58,MUSEO GEOFISICO,-,Non MIBACT,OMR,Sistema museale dei Castelli romani e prenestini MUSEUMGRANDTOUR,,RESINA,,VIA DELL'OSSERVATORIO; 42,Rocca di Papa,Osservatorio geodinamico,40.0,69496230,69496230,museoroccadipapa@ingv.it,41.7596254,12.710268
59021,59,ETNOMUSEO MONTI LEPINI,www.etnomuseo.it,Non MIBACT,OMR,Sistema dei Monti Lepini,,DEMOS,,PIAZZA RISORGIMENTO; 4,-,PALAZZO BARONALE,4010.0,773958792,773960000,info@etnomuseo.it,41.524705,13.156568
59021,59,museo civico 'ASSI DELL'AERONAUTICA',-,Non MIBACT,,,,,,via Domenico Menta,Roccagorga,"Edificio Scolastico ""Giuseppe Restaini""",4010.0,773959098,773960170,comune.roccagorga@libero.it,41.5248594,13.1574334
58091,58,VILLA FARNESINA,www.villafarnesina.it,Non MIBACT,,,,,,VIA DELLA LUNGARA; 230,-,-,165.0,668027268,668027397,farnesina@lincei.it  lapenta@lincei.it,41.8932875,12.4670254
58091,58,ARCHIVIO STORICO E MUSEO BIRRA PERONI,www.birraperoni.it,Non MIBACT,,,,,,VIA R. BIROLLI; 8,Roma,museo PERONI,155.0,622544296,62283442,museo@peroni.it,41.9048192,12.5984199
58091,58,MUSEO DEL DEPOSITO PLEISTOCENICO DI CASAL DE PAZZI,www.sovraintendenzaroma.it/i_luoghi/musei__1/altri_musei_e_collezioni__1/museo_di_casal_de_pazzi_deposito_pleistocenico,Non MIBACT,,,,,,VIA CICILIANO; SNC,REBIBBIA,ANGOLO CON VIA EGIDIO GALBANI,156.0,624404006,62417187,patrizia.gioia@comune.roma.it,41.932575,12.5699643
58091,58,MUSEO DELL'ARA PACIS,www.arapacis.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,LUNGOTEVERE IN AUGUSTA; SNC,Roma,Edificio di architettura contemporanea,186.0,632652497,632652497,info.arapacis@comune.roma.it,41.8966008,12.4753205
58091,58,CASA DI GOETHE,www.casadigoethe.it,Non MIBACT,OMR,,,,x,VIA DEL CORSO; 18,Roma,Palazzo Bracci,186.0,632650412,632650449,info@casadigoethe.it,41.90895,12.47706
58091,58,MUSEO VENANZO CROCETTI,www.museocrocetti.it,Non MIBACT,OMR,,,,x,VIA CASSIA; 492,Roma,Edificio di architettura contemporanea,189.0,633711468,633711468,museo.crocetti@tiscali.it,41.958844,12.4541477
58091,58,MUSEO DEI BAMBINI Explora,www.2mdbr.it,Non MIBACT,OMR,,,,,VIA FLAMINIA; 80/86,Roma,Ex deposito ATAC,196.0,63613776,636086803,ptomasich@mdbr.it,41.9162144,12.4741244
58091,58,MUSEO STORICO DELLA GUARDIA DI FINANZA,www.gdf.it,Non MIBACT,,,,,,PIAZZA ARMELLINI; 20,Roma,caserma G. di F.,162.0,644238841,64404805,museostoricogdf@gdf.it,41.9180866,12.5225342
58091,58,MUSEI DI VILLA TORLONIA; CASINA DELLE CIVETTE,www.museivillatorlonia.it/,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIA NOMENTANA; 70,Roma,VILLA TORLONIA,161.0,644250072,644250166,mariagrazia.massafra@comune.roma.it,41.9162393,12.5116325
58091,58,MUSEO DELLA SCUOLA ROMANA,www.museivillatorlonia.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIA NOMENTANA; 70,Roma,VILLA TORLONIA / CASINO NOBILE,161.0,06-44252109/45472283,06-44252109,mariaitalia.zacheo@comune.roma.it,41.9162393,12.5116325
58091,58,MUSEI DI VILLA TORLONIA; CASINO NOBILE,-,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIA NOMENTANA; 70,Roma,VILLA TORLONIA,161.0,644250072,644250166,annapaola.agati@comune.roma.it,41.9162393,12.5116325
58091,58,ISTITUTO DI STUDI PIRANDELLIANI,-,Non MIBACT,,,,,x,VIA ANTONIO BOSIO; 13B,Roma,villino del Ministero dello sviluppo economico,161.0,644291853,644291853,posta@studiodiluigipirandello.it,41.9163789,12.514081
58091,58,MUSEO DI IDRAULICA,www.musei.uniroma1.it/informamuseonew.asp?id=20,Non MIBACT,,,,,,VIA EUDOSSIANA; 20,Roma,Facoltà di Ingeneria - Università di Roma La Sapienza,184.0,644585084,644585094,marco.marchetti@uniroma1.it,41.892925,12.4930061
58091,58,MUSEO DI ANATOMIA PATOLOGICA,www.musei.uniroma1.it/anatomiapatologica/index.html,Non MIBACT,,,,,,VIALE REGINA ELENA; 324,Roma,DIPARTIMENTO DI MEDICINA SPERIMENTALE POLICLINICO UMBERTO I,161.0,64461484,64461484,pietro.gallo@uniroma1.it,41.908671,12.5118433
58091,58,MUSEO STORICO DELLA DIDATTICA 'MAURO LAENG',www.host.uniroma3.it/laboratori/museodidattica,Non MIBACT,,,,,,VIA MILAZZO 11 B,Roma,FACOLTA' SCIENZE DELLA FORMAZIONE; UNIVERSITA' ROMA 3,185.0,657339117,-,mus.did@uniroma3.it,,
58091,58,CASINO DELL'AURORA,www.casinoaurorapallavicini.it,Non MIBACT,,,,,,VIA XXIV MAGGIO; 43,Roma,PALAZZO PALLAVICINI,187.0,683467000,683467070,aurorapallavicini@saita.it,41.8983756,12.4868896
58091,58,MUSEO DELLA CARTOLINA,-,Non MIBACT,,,,,,VIA DEL CARDELLO 14A (PRESSO ENRICO STURANI),Roma,-,184.0,6.486.970,-,sturamail@yahoo.it,41.889187,12.4982572
58091,58,MUSEO ERBARIO DIPARTIMENTO DI BIOLOGIA AMBIENTALE,www.musei.uniroma1.it/erbario/index.html,Non MIBACT,,,,,,PIAZZALE ALDO MORO; 5,Roma,"C/O UNIVERSITÀ DI ROMA ""SAPIENZA""",185.0,649912410,649912409,erbario@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI CHIMICA,-,Non MIBACT,,,,,,PIAZZALE A. MORO; 5 - UNIVERSITA' DEGLI STUDI LA SAPIENZA; DIPARTIMENTO DI CHIMICA,Roma,-,185.0,649913167,649913725,museodichimica@uniroma1.it,41.8977003,12.5097274
58091,58,MUSEO DELLE ORIGINI,www.musei.uniroma1.it/museodelleorigini/index.html,Non MIBACT,,,,,,PIAZZALE A. MORO; 5,Roma,FACOLTA' DI LETTERE,185.0,649913924,649913653,musori@rmcisadu.let.uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI PALEONTOLOGIA,www.dst.uniroma1.it/musei/museo_paleontologia/index.htm,Non MIBACT,,,,,,PIAZZALE ALDO MORO; 5,Città universitaria,C/O DIPARTIMENTO DI SCIENZE DELLA TERRA,185.0,649914315,06 4454729,museo.paleo@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI FISICA,www.phys.uniroma1.it/dipweb/museo/home.htm,Non MIBACT,,,,,,PIAZZALE ALDO MORO; 5,"Università di Roma ""la Sapienza""",UNIVERSITA' DEGLI STUDI LA SAPIENZA; DIPARTIMENTO DI FISICA,185.0,649914334,64957697,fabio.sebastiani@roma1.infn.it,41.9033594,12.515426
58091,58,MUSEO DI STORIA DELLA MEDICINA,www.histmed.it/museo/museo.htm,Non MIBACT,,,,,,VIALE DELL'UNIVERSITA'; 34/A,"Università di Roma ""la Sapienza""",DIPARTIMENTO DI MEDICINA MOLECOLARE,185.0,649914445,64451721,alessandro.aruta@uniroma1.it,,
58091,58,MUSEO DI ZOOLOGIA DELL'UNIVERSITA' 'LA SAPIENZA',-,Non MIBACT,,,,,,PIAZZALE ALDO MORO; 5,"Università di Roma ""la Sapienza""",CITTA' UNIVERSITARIA,185.0,649914742,64958259,augusto.vignataglianti@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI GEOLOGIA,www.tetide.geo.uniroma1.it/musei/museo_geologia/index.htm,Non MIBACT,,,,,,PIAZZALE ALDO MORO; 5,"Università di Roma ""la Sapienza""",C/O DIPARTIMENTO DI SCIENZE DELLA TERRA,185.0,649914825,64463068,museo.geologia@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI MINERALOGIA,www.musmin.geo.uniroma1.it,Non MIBACT,,,,,,PIAZZALE ALDO MORO;5,"Università di Roma ""la Sapienza""",DIPARTIMENTO SCIENZE DELLA TERRA,185.0,649914887,64454729,musmin.roma@uniroma1.it,41.9033594,12.515426
58091,58,MUSEO DI ANATOMIA COMPARATA,-,Non MIBACT,,,,,,VIA ALFONSO BORELLI; 50,"Università di Roma ""la Sapienza""","C/O UNIVERSITA' DEGLI STUDI LA SAPIENZA; DIPARTIMENTO DI BIOLOGIA E BIOTECNOLOGIE ""C. DARWIN"" SEDE DI ANATOMI",161.0,649918009,64457516,luciana.sola@uniroma1.it,41.9066309,12.5172966
58091,58,MAUSOLEO DELLE FOSSE ARDEATINE,-,Non MIBACT,,,,,,VIA ARDEATINA NR. 174,Roma,-,179.0,65136742,65136742,mausoleofosseardeatine@onorcaduti.difesa.it,41.8495742,12.5153517
58091,58,MUSEO DELLE CARROZZE D'EPOCA,-,Non MIBACT,OMR,,,,,VIA ANDREA MILLEVOI; 693,Roma Cecchignola Est,-,178.0,651958112,651958112,info@lecarrozzadepoca.it,41.8171363,12.5190563
58091,58,MUSEO DELLA REPUBBLICA ROMANA E DELLA MEMORIA GARIBALDINA,www.museodellarepubblicaromana.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,LARGO DI PORTA S.PANCRAZIO; 9,Porta San Pancrazio,C/O COMPLESSO MONUMENTALE DI PORTA S.PANCRAZIO,153.0,65894575,658157153,mara.minasi@comune.roma.it,41.88831,12.46133
58091,58,ECOMUSEO DEL LITORALE ROMANO,www.ecomuseocrt.it,Non MIBACT,OMR,,,,,VIA DEL FOSSO DI DRAGONCELLO; 172, LONGARINA/OSTIA,AREA IMPIANTO IDROVORO DI OSTIA ANTICA,124.0,65651764,65650609,crt.ecomuseo@tin.it,41.74656,12.31766
58091,58,MUSEI CAPITOLINI; CENTRALE MONTEMARTINI,www.centralemontemartini.org,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIA OSTIENSE; 106,Ex centrale termoelettrica Giovanni Montemartini,COMPLESSO INDUSTRIALE,154.0,65748042,65754207,info.centrale.montemartini@comune.roma.it,41.8670329,12.4789904
58091,58,MUSEO DI ROMA IN TRASTEVERE,-,Non MIBACT,OMR,,Sistema Musei in Comune,DEMOS,,PIAZZA SANT'EGIDIO; 1/B,Convento carmelitano di Sant'Egidio,-,153.0,65899359,65884165,museodiroma.trastevere@comune.roma.it,41.8898988,12.4690541
58091,58,SOCIETA' DI STUDI FIUMANI,www.fiume-rijeka.it,Non MIBACT,,,,,,VIA ANTONIO CIPPICO; 10,,-,143.0,65923485,65915755,info@fiume-rijeka.it,41.8209363,12.481643
58091,58,MUSEO FRANCESCANO DELL'ISTITUTO STORICO DEI CAPPUCCINI,www.istcap.org,Non MIBACT,,,,,,CIRCONVALLAZIONE OCCIDENTALE 6850,GRA KM 65.50,COLLEGIO S. LORENZO DA BRINDISI,163.0,6660521,666052532,yteklema@yahoo.com,41.8494857,12.3798767
58091,58,MUSEI CAPITOLINI,www.museicapitolini.org,Non MIBACT,OMR,,Sistema Musei in Comune,,,PIAZZA DEL CAMPIDOGLIO; 1,,c/o palazzo (Palazzo dei Conservatori; Palazzo Nuovo; Palazzo Caffarelli; Palazzo Clementino; Palazzo Senatorio),186.0,667102475,66785488,info.museicapitolini@comune.roma.it,,
58091,58,CASA PROTOSTORICA DI FIDENE,-,Non MIBACT,,,,,,VIA QUARRATA; SNC,,-,138.0,624404006,62017187,carlo.persiani@comune.roma.it,41.9919908,12.5183307
58091,58,MUSEO DEL TEATRO ARGENTINA,-,Non MIBACT,OMR,,,,,PIAZZA ARGENTINA; 52,LARGO DI TORRE ARGENTINA,-,186.0,667106017,667103833,tania.renzi@comune.roma.it,41.8961678,12.4760626
58091,58,MAUSOLEO OSSARIO GARIBALDINO,-,Non MIBACT,,,,,,VIA GARIBALDI; 29/E,,-,153.0,667103407,667103833,francesca.bertozzi@comune.roma.it,41.8883132,12.4656522
58091,58,MUSEO D'ARTE CONTEMPORANEA ROMA,www.museomacro.org,Non MIBACT,OMR,,Sistema Musei in Comune,,,VIA REGGIO EMILIA; 54,Ex Convento delle Carmelitane scalze a San Giuseppe a Capo le case,-,198.0,6671070400,68554090,macro@comune.roma.it,41.9127277,12.5024422
58091,58,MUSEO DI ROMA,www.museodiroma.it,Non MIBACT,OMR,,Sistema Musei in Comune,,,PIAZZA S.PANTALEO; 10,palazzo Braschi,PALAZZO BRASCHI,187.0,667108312,667108303,museodiroma@comune.roma.it,41.89715,12.47286
58091,58,KEATS-SHELLEY HOUSE,www.keats-shelley-house.org,Non MIBACT,OMR,,,,x,PIAZZA DI SPAGNA 26,,-,187.0,66784235,66784167,info@keats-shelley-house.org,41.9054499999999,12.48253
58091,58,GALLERIA COLONNA SRL,www.galleriacolonna.it,Non MIBACT,,,,,,PIAZZA SANTI APOSTOLI; 66,,-,187.0,66784350,66794638,info@galleriacolonna.it,41.8970931,12.483558
58091,58,MUSEO CENTRALE DEL RISORGIMENTO,www.risorgimento.it,Non MIBACT,,,,,,VIA S. PIETRO IN CARCERE,,COMPLESSO DEL VITTORIANO,186.0,66793598,66782572,ist.risorgimento@tiscali.it,41.8937663,12.4843739
58091,58,MUSEO TIPOLOGICO INTERNAZIONALE DEL PRESEPIO 'ANGELO STEFANUCCI',www.presepio.it,Non MIBACT,,,,,,VIA TOR DE' CONTI; 31/A,,C/O CHIESA SS.QUIRICO E GIULITTA,184.0,66796146,669789602,informazione@presepio.it,,
